epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,6088.49,1.15953,0.61253,0.00411,0.86815,0.79016,0.87315,0.63666,1.06855,0.57794,0.00507,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,6148.75,1.15198,0.60269,0.00405,0.8575,0.79582,0.87272,0.63597,1.06825,0.5781,0.00507,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,6209.41,1.1445,0.59785,0.00408,0.84582,0.80568,0.87292,0.63621,1.06848,0.57855,0.00507,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,6269.63,1.14938,0.59596,0.00404,0.85829,0.79302,0.8735,0.63646,1.06871,0.58,0.00507,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,6330.66,1.14993,0.60682,0.00406,0.85561,0.79852,0.87219,0.63594,1.06994,0.5798,0.00507,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,6390.9,1.13353,0.59262,0.004,0.8563,0.79799,0.87219,0.6357,1.06958,0.57843,0.00507,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,6450.74,1.13136,0.58847,0.00399,0.85812,0.79751,0.87194,0.6364,1.06906,0.57723,0.00507,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,6510.85,1.14888,0.59638,0.00403,0.85962,0.79878,0.87156,0.63661,1.06837,0.57913,0.00507,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,6570.57,1.1412,0.59245,0.004,0.85424,0.80076,0.87191,0.63683,1.06801,0.57912,0.00507,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,6630.01,1.12929,0.58633,0.00399,0.8482,0.80236,0.87237,0.63698,1.06831,0.57928,0.00507,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,6691.36,1.13455,0.59567,0.004,0.8441,0.80546,0.87115,0.63653,1.06828,0.58012,0.00508,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,6752.15,1.13478,0.58764,0.00397,0.8453,0.801,0.87141,0.63636,1.07021,0.578,0.00508,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,6812.28,1.13094,0.59456,0.00398,0.84519,0.80112,0.87125,0.63647,1.07039,0.57873,0.00508,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,6872.02,1.12238,0.57974,0.00392,0.8524,0.79213,0.87088,0.63561,1.07169,0.57869,0.00508,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,6932.16,1.12089,0.58128,0.00395,0.85198,0.79661,0.87053,0.63546,1.07091,0.57992,0.00508,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,6992.01,1.11711,0.5802,0.0039,0.85375,0.79044,0.86936,0.63482,1.07106,0.58053,0.00508,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
